1 1.3494
2 1.4187
3 1.4152
4 1.4180
5 1.4214
6 1.4229
7 1.4142
8 1.4208
9 1.4025
10 .5809
11 1.3950
12 1.3949
13 1.3958
14 1.3906
15 1.3772
16 1.3854
